baseline_id,structure,structural_deviation,source_term,source_partition,condition_state_sha256,constitutive_relation_count,initial_broken_relations,restored_relations,new_breaks,residual_broken_relations,relation_transition_count,initial_offset,residual_offset,net_offset_change,absolute_offset_change,direction,new_break_fraction,criticality,criticality_order,reference_baseline_top_entry_index,response_state_sha256,pair_correspondence,pair_js_correspondence,pair_sign_continuity,pair_active_hit,relation_balance,pair_rank_within_active_hits
SB3211,whole-organism integrated physiological structure,"localized inflammatory activation with cellular infiltration, vascular change, and tissue-function perturbation",Lymphangitis,remaining_5256,8797859354ea347ef35bef495b083aa5c798ee82acf80b2c2837e14eca52744d,0,0,0,0,0,0,0.15270623869697453,0.1582108279004878,0.005504589203513266,0.005504589203513266,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,6daabcbe374772e8ffb3a290ffec26e817c68189d6bc31613976a7e9c096b838,0.29235963603422854,0.2210559585783275,0.6171875,False,0,
SB3212,"lymphoid tissue organization, lymphocyte production, and immune-response structure",departure from the reference structural configuration or regulated functional range,Lymphatic disorder,remaining_5256,f5b03e0e4d660522b570c0e424bc46ddf0b1854235326f0f8df065e941dbfdaf,0,0,0,0,0,0,0.13312707825117076,0.16286001090281,0.029732932651639232,0.029732932651639232,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,26d63f8552ee0ab78b04c04331304246ad4c757592bb135f2fd8448625300652,0.3192281973880169,0.2435328626683133,0.6640625,False,0,
SB3213,"lymphoid tissue organization, lymphocyte production, and immune-response structure","altered configuration or regulated output of the named structure, expressed as the state described by lymphocele",Lymphocele,remaining_5256,8f15150b01e6a7f8a50f5e1734f55aa837de01806fa12726352e87fd1b313ea4,0,0,0,0,0,0,0.10362564863260992,0.1331605697418513,0.029534921109241385,0.029534921109241385,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,a1c0cb3e4c36e432c9d7d180ce2f280ebad90885cbde7a117155e529205ef136,0.31159791444157864,0.23422763956290082,0.6640625,False,0,
SB3214,"circulating leukocyte production, distribution, and effector-cell structure",departure from the reference structural configuration or regulated functional range,Lymphocyte abnormal,remaining_5256,2642b81455fef19aef21633659baafd1571664739ce06ad8b6e504f30864b12a,1830,607,114,168,661,282,0.1225799666963876,0.12488821307415088,0.002308246377763279,0.002308246377763279,AWAY_FROM_REFERENCE,0.09180327868852459,MINOR,1,231,2f6215d10b9a30607824fdc00e5c5ae4f0186fcf26dfe6f2ad4611e7b8148ae3,0.2696509556250302,0.20536701905491495,0.5625,True,-54,1471
SB3215,"circulating leukocyte production, distribution, and effector-cell structure",departure from the reference structural configuration or regulated functional range,Lymphocyte count abnormal,remaining_5256,2642b81455fef19aef21633659baafd1571664739ce06ad8b6e504f30864b12a,1830,607,114,168,661,282,0.1225799666963876,0.12488821307415088,0.002308246377763279,0.002308246377763279,AWAY_FROM_REFERENCE,0.09180327868852459,MINOR,1,231,58788b81629e8901deb1aa95e5e58c55c66070eca5ca5746f0ed50975d5b7c91,0.2696509556250302,0.20536701905491495,0.5625,True,-54,1472
SB3216,"circulating leukocyte production, distribution, and effector-cell structure",measured or functional quantity shifted below its reference structural range,Lymphocyte count decreased,remaining_5256,5aad8e4e8783036ea18405d86514fa9a0b474556f53ee7a88f44636862b1ace0,1830,528,98,150,580,248,0.1326416682896474,0.1411577657290246,0.008516097439377202,0.008516097439377202,AWAY_FROM_REFERENCE,0.08196721311475409,MINOR,1,231,20b8f8ef0dc14d4df0cfbfcf542b2dd4e04cad60627ec45030da4ea25ba1d1b1,0.28510113411034327,0.21906388306139424,0.5859375,True,-52,1322
SB3217,"circulating leukocyte production, distribution, and effector-cell structure",measured or functional quantity shifted above its reference structural range,Lymphocyte count increased,remaining_5256,a9937317ab0fe41a1c7b9d3ba812d983f8069dae7cca819aeb5bf24781c96832,1830,547,91,146,602,237,0.14008310202838214,0.14648213542226263,0.006399033393880482,0.006399033393880482,AWAY_FROM_REFERENCE,0.07978142076502732,MINOR,1,231,211ffdf150aef81e0b7ed1f80fdb90ca4f2373d926c8372ff1c512a85342f7ae,0.28907057335603814,0.22218972360492462,0.59375,True,-55,1148
SB3218,"circulating leukocyte production, distribution, and effector-cell structure",detectable presence of the measured target where the reference state is absent or lower,Lymphocyte transformation test positive,remaining_5256,b3d0307935c5d4ae4fccc3fde8be34b1a60d8d77d2af0f39a1fbde87a6356a66,1830,604,95,181,690,276,0.13932347711349047,0.1528364731775994,0.01351299606410894,0.01351299606410894,AWAY_FROM_REFERENCE,0.09890710382513661,MINOR,1,231,997d0538d12795a5625e539effeab076dd0b51d50837fe89404089cfec2a45c3,0.29230877641279956,0.22442381269853606,0.6015625,True,-86,1077
SB3219,"colorectal mucosal barrier, motility, and transit structure","localized inflammatory activation with cellular infiltration, vascular change, and tissue-function perturbation",Lymphocytic colitis,remaining_5256,859e95f2da77059638917bed07157cdb71c178c2b495c9447ebba503ce185523,1,1,0,0,1,0,0.13417658958431322,0.14550927259835444,0.011332683014041223,0.011332683014041223,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,199,d7198c6c2edeef59d50037af3a54bedc7abff0cd39148dac46b86999eb6bbfc4,0.2823276552456937,0.2225413478606021,0.5546875,False,0,
SB3220,bone-marrow and circulating leukocyte production-distribution structure,"altered configuration or regulated output of the named structure, expressed as the state described by lymphocytic infiltration",Lymphocytic infiltration,remaining_5256,b9ea7b09643615f775773355a816daff555622514923233222729a47b69bfb12,1,1,0,0,1,0,0.13916120831411893,0.16501499644148765,0.025853788127368715,0.025853788127368715,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,8e0d20755a2d4ee3287c3b1d148a5990a0bf94505cb9348ce1dfef0b7537643d,0.33616677426990826,0.2676195417925711,0.6484375,False,0,
SB3221,bone-marrow hematopoietic stem-progenitor production structure,abnormal concentration or presence of the named material/cell state in circulating blood,Lymphocytic leukaemia,remaining_5256,94d0a5e2d6c3365fa3c89ba404ff207f7cf4ae627a22e8ad1d165f3ce778a237,0,0,0,0,0,0,0.16959702883312577,0.16896793009410882,-0.0006290987390169533,0.0006290987390169533,TOWARD_REFERENCE,0.0,INFORMATIONAL,0,5,b4819bf36799ed68c6b886f0d29559a09b54bd7338a998d75b0d931d7a3a7cd3,0.27728073094287053,0.20438198895472015,0.609375,False,0,
SB3222,bone-marrow and circulating leukocyte production-distribution structure,"altered configuration or regulated output of the named structure, expressed as the state described by lymphocytoma cutis",Lymphocytoma cutis,remaining_5256,7501f4b4b40111fcb510459e97cfc3473e4b5606015fc7327c9b44fce1f798ce,1,1,0,0,1,0,0.13163447660915517,0.15646324414593427,0.024828767536779095,0.024828767536779095,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,44709b54054cb5095442fcb5e4e20f9b2208e4d1aedf4ef3ca27c28715f7c0bd,0.3362963861483172,0.264347727010143,0.6640625,False,0,
SB3223,bone-marrow and circulating leukocyte production-distribution structure,"abnormal structural accumulation, degeneration, remodeling, or chronic state within the named structure",Lymphocytosis,remaining_5256,3dcf644640895c44ff6f07cd167d765b16d20fd14165d12fc32d8fd5311f93d6,1,1,0,0,1,0,0.10974935679353881,0.13700672256415736,0.027257365770618547,0.027257365770618547,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,684b129711020d240fb15d5301a8ac68f1a487af670c21449cb70fffe65f79bc,0.30895237201847037,0.24129100246154922,0.6171875,False,0,
SB3224,"lymphoid tissue organization, lymphocyte production, and immune-response structure","altered configuration or regulated output of the named structure, expressed as the state described by lymphoedema",Lymphoedema,remaining_5256,8d9a58c1bd41a597b2ae0e964e3c44a79d5c900764465538e8013213cd74dad6,0,0,0,0,0,0,0.10564299724775006,0.13590806564172409,0.030265068393974026,0.030265068393974026,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,347115657c7da9ab8058245b1aeeb719413bed327a4f8bac21dcb63bc7e155eb,0.3124853982372641,0.23873981492349283,0.6484375,False,0,
SB3225,"lymphoid tissue organization, lymphocyte production, and immune-response structure",loss of normal proliferative/differentiation constraint with clonal tissue expansion and architectural replacement,Lymphoma,remaining_5256,d3c8a4b7524f61104de7fcbea2961863c564915b6383c4e47de01aff85586c4a,0,0,0,0,0,0,0.11142171562421932,0.14204797724764906,0.03062626162342974,0.03062626162342974,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,ab0613c2e6a4eefd6a4cca57b0b89f1f3b9d7370b734917abc753844ead92d3f,0.30818546967543703,0.23864081667736226,0.625,False,0,
SB3226,"lymphoid tissue organization, lymphocyte production, and immune-response structure",loss of normal proliferative/differentiation constraint with clonal tissue expansion and architectural replacement,Lymphoma cutis,remaining_5256,d3c8a4b7524f61104de7fcbea2961863c564915b6383c4e47de01aff85586c4a,0,0,0,0,0,0,0.11142171562421932,0.14204797724764906,0.03062626162342974,0.03062626162342974,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,8ede3d650d0de48b4d3c276a2f0d4008b169e63bc83ba5172613ec2550f3b887,0.30818546967543703,0.23864081667736226,0.625,False,0,
SB3227,whole-organism integrated physiological structure,quantity of the named cell/tissue component reduced below the reference range,Lymphopenia,remaining_5256,380155576576c7ddda42cbbccb6180b828df0208d7bde02544767b43b4a4a629,0,0,0,0,0,0,0.15577896965504912,0.17367540488361943,0.017896435228570318,0.017896435228570318,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,26d9f1874132d6c1aaab71252c3da3533dde4a7d6f68d1276ff70a0bed557b0b,0.31495562876690003,0.24861204727670738,0.6171875,False,0,
SB3228,"lymphoid tissue organization, lymphocyte production, and immune-response structure",departure from the reference structural configuration or regulated functional range,Lymphoproliferative disorder,remaining_5256,f5b03e0e4d660522b570c0e424bc46ddf0b1854235326f0f8df065e941dbfdaf,0,0,0,0,0,0,0.13312707825117076,0.16286001090281,0.029732932651639232,0.029732932651639232,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,d7f159df952c9a31f842d43b73ce955725eeb75b89d288ea0ef15d58a3b63731,0.3192281973880169,0.2435328626683133,0.6640625,False,0,
SB3229,whole-organism integrated physiological structure,excess or abnormal fluid/material outflow from the named structure,Lymphorrhoea,remaining_5256,836b94223cca2237d197830d2d68816ba54e950e2157ca5ce883bae3485b47cd,0,0,0,0,0,0,0.16169148671146016,0.16974660585236045,0.008055119140900291,0.008055119140900291,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,e8ba1bd321b293ed7a7faa66302ae69d364b39ac1f63c1fc29afa3ba490377a1,0.30798899176994177,0.2435460265487095,0.6015625,False,0,
SB3230,ocular optical-retinal-neural visual structure,"altered configuration or regulated output of the named structure, expressed as the state described by macular degeneration",Macular degeneration,remaining_5256,138bbe12c316c4b1270ed606777d31953a5a4203e44c615b816c856db56b97e7,1,1,0,0,1,0,0.14630058787599465,0.17280864552283393,0.026508057646839278,0.026508057646839278,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,223,ba00d6632d3487ea06d07886636ad9bbe176f54a466b72e7d2d21650cc5455b7,0.3068241379890602,0.2369806560842198,0.625,False,0,
SB3231,ocular optical-retinal-neural visual structure,excess matrix deposition/remodeling with increased tissue stiffness and reduced normal architecture,Macular fibrosis,remaining_5256,c0f638502e8105be951c1c2362355876e929648d042a066251b085c120de3669,1,1,0,0,1,0,0.19999763934133208,0.21952377660873112,0.019526137267399046,0.019526137267399046,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,223,e21cb558fb2ae8614a21bab053c526ac703588b561108eba37a1c2b1f75316fc,0.3029025336860932,0.23391315083669906,0.6171875,False,0,
SB3232,ocular optical-retinal-neural visual structure,"altered configuration or regulated output of the named structure, expressed as the state described by macular hole",Macular hole,remaining_5256,3c3b86e5216d6d0fba41a7cfce0d4009ef60d9197dfdbcf4dd642c7574831743,1,1,0,0,1,0,0.14766171281886364,0.1751871711401427,0.02752545832127906,0.02752545832127906,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,223,a4fbef32720c4ed5d4e80b43202b5c4476b27a9cbc90ef29cecdbbaa6b49c3f5,0.31100782978078556,0.23865284119608,0.640625,False,0,
SB3233,ocular optical-retinal-neural visual structure,"excess fluid accumulation within interstitial, tissue, or cavity compartments",Macular oedema,remaining_5256,18002fa01bf7f519aaa0bb3ea3b44a69e1d8129c713db27794644a7ee72c71cc,1,1,0,0,1,0,0.18609966222176777,0.21564464051720378,0.02954497829543601,0.02954497829543601,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,223,a4afce231f8b3b1d88c761c4155bfb1323ac4562ee3ca69c4b6aea69b65b9f8e,0.2948926062314191,0.23100470272124285,0.5859375,False,0,
SB3234,ocular optical-retinal-neural visual structure,"altered configuration or regulated output of the named structure, expressed as the state described by macular pigmentation",Macular pigmentation,remaining_5256,f56fac21fb3e8157aee9d904c28c077f7cc40f788b8690de34197245d4b094b4,1,1,0,0,1,0,0.15135501242549498,0.17854024084495124,0.027185228419456253,0.027185228419456253,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,223,f3fd24867997c4b078a87181c241a25bd2ae0e5599e2c1db772bfac9d0edd3fe,0.303119111880482,0.23589220961034396,0.609375,False,0,
SB3235,whole-organism integrated physiological structure,"altered configuration or regulated output of the named structure, expressed as the state described by macule",Macule,remaining_5256,49156b0c8ca409a1c4aaa4cd673c0445b35b660eb0b46666fd397ac7e708288a,0,0,0,0,0,0,0.10765822444058526,0.12029406617828398,0.012635841737698716,0.012635841737698716,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,dbab0a2e88cd4181be5f694946c6533225032609f75d0331b90a8827976205f4,0.30816686608351984,0.2403330683945364,0.6171875,False,0,
SB3236,whole-organism integrated physiological structure,structural-functional tissue disorder with impaired normal operation of the named structure,Maculopathy,remaining_5256,0efe1deb435cc7b5bea9a49ed546f49938901e93b516068b448a63c82af34329,0,0,0,0,0,0,0.13783031125786205,0.14245402126914974,0.004623710011287696,0.004623710011287696,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,79b6d737e93ac63885a0785db74b15abc9109c8e35f897f9be0c2a5703868bc8,0.2866572584887511,0.22610641279115995,0.5625,False,0,
SB3237,whole-organism integrated physiological structure,"abnormal structural accumulation, degeneration, remodeling, or chronic state within the named structure",Madarosis,remaining_5256,e9f6903970e8d763bd33e08fff058a3a83af73058836ab00f3498832d8c979e4,0,0,0,0,0,0,0.12853333923651244,0.13827474182467103,0.009741402588158588,0.009741402588158588,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,5eb67130d85ada23d66b9560848819e68f0a2015fe5eda5407678948bcc6bd8f,0.30514598789087266,0.241793887671796,0.59375,False,0,
SB3238,whole-organism integrated physiological structure,"altered configuration or regulated output of the named structure, expressed as the state described by major bleed",Major bleed,remaining_5256,352a2a04d73d348489baf25eecabe21b27f52b7a10aefe71474ceaf7133db1e4,0,0,0,0,0,0,0.10730960441337967,0.12041055917088594,0.013100954757506278,0.013100954757506278,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,8700c9fc571082727c5c3248f360340d69049de5450e60158185fc50975d9d5c,0.3063267249088686,0.2415188718400837,0.6015625,False,0,
SB3239,limbic-cortical affective and behavioral-control network,persistent alteration of affective-valence and motivational network state,Major depression,remaining_5256,90e6514f97d039ed3bbbfd744e993cfc3436e80438148173d45d5fa2d84e796a,0,0,0,0,0,0,0.17387138510819966,0.17983562220410965,0.0059642370959099855,0.0059642370959099855,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,960cce682c00fa66f71c959de3bbf086964a714056e551a06ee2caaa44bfbb1c,0.2920014710909785,0.22061917206216897,0.6171875,False,0,
SB3240,"intestinal mucosal barrier, smooth-muscle motility, and luminal transport structure","altered configuration or regulated output of the named structure, expressed as the state described by malabsorption",Malabsorption,remaining_5256,0ca47be413f1555038e6ec56948c08160c973d08e08f8a34f87934468018d532,276,93,4,20,109,24,0.11482380808501036,0.14201815445662191,0.027194346371611555,0.027194346371611555,AWAY_FROM_REFERENCE,0.07246376811594203,MINOR,1,231,0d94aab046adad96a5be521d284dbbd266cb4e9bdc0dbc7b9a1958b2914f61ac,0.31932408521693856,0.25736931124016904,0.6015625,True,-16,216
SB3241,whole-organism substrate utilization and cellular energy-production structure,reduced available functional output relative to required whole-organism demand,Malaise,remaining_5256,b70a41ad58fe93b2e729bc9b0c3c2c184ba5894632404c3cdc3679be41c5fb03,78,24,1,4,27,5,0.1117003023212898,0.1178960975455976,0.0061957952243077985,0.0061957952243077985,AWAY_FROM_REFERENCE,0.05128205128205128,MINOR,1,223,a6b4c8d8006e323f6275bbc6d43a62d887f36e0c172b5d5f0b58c6b99946ec37,0.29673967880029756,0.24011698634182632,0.5546875,True,-3,961
SB3242,whole-organism substrate utilization and cellular energy-production structure,reduced available functional output relative to whole-organism demand,Malaise and fatigue,remaining_5256,a4664a401189540e218565cd6cbf65846bc6c32ec083fe3b0177817db72b799d,78,24,1,3,26,4,0.11011269363635745,0.11452558271423852,0.004412889077881066,0.004412889077881066,AWAY_FROM_REFERENCE,0.038461538461538464,MINOR,1,223,c6d670b3c0b563bfe86bd91d5e338d5e0cb65d736c9735757fd26abd5a50fa82,0.2974953491057732,0.23589371842167461,0.578125,True,-2,950
SB3243,innate-adaptive host-defense structure,"altered configuration or regulated output of the named structure, expressed as the state described by malaria",Malaria,remaining_5256,5aca3d5cf4f87e75e6eea7f4bfa4c1a2f396ce103e6413fc1febd9ebf3223f17,15,9,2,0,7,2,0.18696597812627624,0.2048333741522862,0.017867396026009952,0.017867396026009952,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,5786d6720fabe26a513d6b4fabea901ccffc223891ba04872fc2a58befefc995,0.33879737019810474,0.2673977075586643,0.6640625,True,2,11
SB3244,genital neurovascular sexual-response structure,departure from the reference structural configuration or regulated functional range,Male orgasmic disorder,remaining_5256,d4080813cbeaa1da209b7fa088adc2a671ff356d49fb94dea37c938dce18c3a3,0,0,0,0,0,0,0.2124621942497148,0.22733715935997711,0.014874965110262317,0.014874965110262317,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,535fb6913a81d713208e0268ea735f35e4a683a191a64d14b8f046d6db219c53,0.30927281686576513,0.24168178886068925,0.6171875,False,0,
SB3245,genital neurovascular sexual-response structure,reduced or unstable functional output insufficient to maintain the reference structural state,Male sexual dysfunction,remaining_5256,55952d6d198e6f2cca73d27d27aca24e61bd409db75b7090a73c11ce8e754a07,0,0,0,0,0,0,0.172537099539549,0.19635065109176053,0.023813551552211543,0.023813551552211543,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,bd0f922e4d803825765f95809c78766263a9f6b9d9b9ecdb93777f2c8c35b049,0.2931847214180208,0.23406673343661077,0.5625,False,0,
SB3246,"tissue cellular proliferation, differentiation, and architecture structure","abnormal structural accumulation, degeneration, remodeling, or chronic state within the named structure",Malignant histiocytosis,remaining_5256,6a16a6392540981dee644e9f10cad158fbe68246b2a4264eafd028278d58f8ca,0,0,0,0,0,0,0.12475372538118001,0.1361844651663061,0.011430739785126098,0.011430739785126098,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,a4250f437cdf7037427bb1c51f15311c4d607bf62c7fc789cac61bcf0f0866ac,0.3007552452029648,0.23300944536946933,0.609375,False,0,
SB3247,"vascular wall tone, lumen, and blood-flow structure",vascular pressure/load above the reference hemodynamic state,Malignant hypertension,remaining_5256,bac7e5e46ffd4034bd36d561ad7eb9c11610f0dd2400cf8af1efd6d3a2404618,0,0,0,0,0,0,0.20747781437962076,0.23422592290777122,0.02674810852815046,0.02674810852815046,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,fb2fe9cb37bb7f4e2462c9ff719a7243c039ab81982bef3f67e9fc4119244925,0.3174794246884378,0.24997490815663148,0.625,False,0,
SB3248,cutaneous epidermal-dermal barrier and local immune structure,loss of normal proliferative/differentiation constraint with clonal tissue expansion and architectural replacement,Malignant melanoma,remaining_5256,b49dce1dbe69aaee96a22e0bb898d46d9c352c06beb961b0cbf83da9856f1e5e,1,0,0,0,0,0,0.17117688240813655,0.18754557438998054,0.016368691981843986,0.016368691981843986,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,d71241469484cedd17beadbe917bcd5fba9ded7aa28437a63c53dadb5f9fa7df,0.3006797500616696,0.23120243909959703,0.6171875,False,0,
SB3249,"tissue cellular proliferation, differentiation, and architecture structure","altered configuration or regulated output of the named structure, expressed as the state described by malignant mesenchymoma",Malignant mesenchymoma,remaining_5256,c69964d08e003dcf0b30a13a635c82cb90ac2e6471895f5945b8c13680b17150,0,0,0,0,0,0,0.10664296039203214,0.12130013660217354,0.014657176210141398,0.014657176210141398,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,ede6848f1c479d7f1b9b9b96b494d9bbcbdd28a6f15cd1c1425a5dfc8381f870,0.3321466880726359,0.25928711960077555,0.6640625,False,0,
SB3250,pancreatic endocrine-exocrine parenchymal and ductal structure,loss of normal proliferative/differentiation constraint with clonal tissue expansion and architectural replacement,Malignant neoplasm of pancreas,remaining_5256,f9faa9b856ffbabe6b0f349ebcd12361fdabf124cec424cb23d00886209862be,91,43,6,5,42,11,0.18501958612658664,0.19809484522342347,0.013075259096836822,0.013075259096836822,AWAY_FROM_REFERENCE,0.054945054945054944,MINOR,1,230,43591e08f86a3d0e8bb3788c201671b168751685ead056ebae5feff04679bfe9,0.2757323408475596,0.21964309859458486,0.53125,True,1,1448
SB3251,renal glomerular-tubular filtration and fluid-balance structure,loss of normal proliferative/differentiation constraint with clonal tissue expansion and architectural replacement,Malignant neoplasm of renal pelvis,remaining_5256,c76eb10b44d975c8a1268fba27e4d67837b826c24afa276d2e83b20a06597e75,91,35,8,8,35,16,0.15767954431610431,0.17460781227159639,0.01692826795549207,0.01692826795549207,AWAY_FROM_REFERENCE,0.08791208791208792,MINOR,1,231,a2264cbe97acb3d97fa155c04df25bcd5b90542de69bd271264ea3f4fad339ae,0.3025954869794671,0.2386835207066672,0.59375,True,0,803
SB3252,"tissue cellular proliferation, differentiation, and architecture structure",increase in magnitude or spatial extent of an established structural deviation over successive states,Malignant neoplasm progression,remaining_5256,f932035110728edfbc3aea6e51fc0c73e8a6277302e5dbb01ebfca31dd88da03,0,0,0,0,0,0,0.12825615262855938,0.14630779335747612,0.01805164072891674,0.01805164072891674,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,e2d45e8fb96ed56aa1b8b524172d81c0ca8ae9a844810558c7380b090670cfce,0.3266831817498063,0.25776912408512964,0.640625,False,0,
SB3253,"female reproductive tract, ovarian, uterine, and gestational structure",abnormal enclosed fluid or semisolid cavity within the named tissue,Malignant ovarian cyst,remaining_5256,415464de4f29702842f9dff34a5e1e5c9623640c1c2a688a38b2c20240d75994,0,0,0,0,0,0,0.1578796506470289,0.1615865492718529,0.0037068986248239844,0.0037068986248239844,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,e76f027cc5c322d29374d993b570f33f6f070ba8c2260bf5c3bc32ee879e2913,0.28974599145095714,0.2247283432328746,0.5859375,False,0,
SB3254,"tissue cellular proliferation, differentiation, and architecture structure",loss of normal proliferative/differentiation constraint with clonal tissue expansion and architectural replacement,Malignant solid tumour,remaining_5256,341816038e8b782a86f049aa26fa0bb7a6bc47cd6e529239ff05dc2e6b4846c9,0,0,0,0,0,0,0.12078462011055324,0.1289503844897304,0.008165764379177154,0.008165764379177154,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,4459590a6ed7339799cf31fa9d7fa4d57c86d4fe24ac3d97c8dab88652661f31,0.287275315129122,0.22686014040136837,0.5625,False,0,
SB3255,"tissue cellular proliferation, differentiation, and architecture structure",departure from the reference structural configuration or regulated functional range,Malignant syndrome NOS,remaining_5256,520785fae53218d1deb668c0ddc5ee79581cc16f5b5d64b4d688314ef9ed4c47,0,0,0,0,0,0,0.13388556885157588,0.15127608675250181,0.01739051790092594,0.01739051790092594,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,e2387889143c55ac4611cd382020498fafd090ee7829355ba3e37a9c33cdad22,0.30927810254947763,0.24340317384082644,0.609375,False,0,
SB3256,"systemic nutrient intake, transport, storage, and utilization structure","altered configuration or regulated output of the named structure, expressed as the state described by malnutrition",Malnutrition,remaining_5256,41897fc4d9ca8cf6c5b4cd01ae37f07d36cce453770012c990657bfb22e2e3f2,0,0,0,0,0,0,0.11820605580207288,0.13404737363097996,0.015841317828907076,0.015841317828907076,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,cb1fe72a6f16ed6542e10de5fd1bbd8ab49ddf9b8991218e5838cd32fb95e0d4,0.3305342281321636,0.2676103391855654,0.6171875,False,0,
SB3257,whole-organism integrated physiological structure,departure from the reference structural configuration or regulated functional range,Mammogram abnormal,remaining_5256,970bd4770fd1cb9f0cb804501bf7a1b2d9e4424ec60f3ea2350fa509cf5f0026,0,0,0,0,0,0,0.1404267735760093,0.15244703627809852,0.012020262702089224,0.012020262702089224,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,4fdc7cceede63b223a70eba4c2c041c7fecd60767cb0f7aa4ab9d1d3449af927,0.315368221725326,0.24568533137234883,0.6328125,False,0,
SB3258,limbic-cortical affective and behavioral-control network,"altered configuration or regulated output of the named structure, expressed as the state described by mania",Mania,remaining_5256,2d636b6966605a8e1664bec8d9357c15d9feaaee242bf77cb4d875ed32bac93b,0,0,0,0,0,0,0.16745810188932575,0.18053022586347234,0.013072123974146588,0.013072123974146588,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,58e7f4a4d414d92dcbdf7ae5ca9aaf029245ff52fdfcce67ca2ae0f2b082c3d3,0.3193071802056635,0.25048893927519944,0.6328125,False,0,
SB3259,limbic-cortical affective and behavioral-control network,"disorganized salience, perception, and reality-model integration within cortical-limbic networks",Manic psychosis,remaining_5256,d18aae127d4386ff57a85a052a6ee32f4b6ef7c16c4624f0cecf69c20e3e72a5,0,0,0,0,0,0,0.18475235688015312,0.19500104885648684,0.010248691976333713,0.010248691976333713,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,7f3b64b3f321f3f3c8617d902241eaf9fd034d030546a4fbb042113d6cb5f4db,0.2947632799536153,0.2239872316507504,0.6171875,False,0,
SB3260,"lymphoid tissue organization, lymphocyte production, and immune-response structure",loss of normal proliferative/differentiation constraint with clonal tissue expansion and architectural replacement,Mantle cell lymphoma,remaining_5256,d3c8a4b7524f61104de7fcbea2961863c564915b6383c4e47de01aff85586c4a,0,0,0,0,0,0,0.11142171562421932,0.14204797724764906,0.03062626162342974,0.03062626162342974,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,515ea79374115557274ed44c561828db7b88b78e0a3850eb4132259092ad99dc,0.30818546967543703,0.23864081667736226,0.625,False,0,
SB3261,whole-organism integrated physiological structure,measured or functional quantity shifted below its reference structural range,Markedly reduced dietary intake,remaining_5256,5c8a1402d0b8a0575db0fbf8ec098a783903eb3aa913b7398da2584045122172,0,0,0,0,0,0,0.1430487794773917,0.15575760989379217,0.012708830416400474,0.012708830416400474,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,5cd5cbd052a44ae79cae3ee5a75dd18be40e53f900e909c59e5af425485d398f,0.29958147998309814,0.23672284144280265,0.5859375,False,0,
